date,cash,position_qty,position_avg_price,position_value,mark_price,total_equity,drawdown,margin_used,margin_available,excess_margin,maintenance_margin_required,initial_margin_required,leverage,daily_realized_pnl,daily_unrealized_pnl,lifetime_realized_pnl
2026-05-25,100000000.0,0,0.0,0.0,2380.0,100000000.0,0.0,0.0,100000000.0,100000000.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-05-26,129380879.71000001,-12600,2337.66,-33264000.0,2640.0,125571395.71000001,0.0,14727258.0,113928995.71000001,113928995.71000001,11642400.0,16632000.0,0.2649010932141052,0.0,-3809484.000000002,0.0
2026-05-27,129380879.71000001,-12600,2337.66,-33264000.0,2640.0,125571395.71000001,0.0,14727258.0,113928995.71000001,113928995.71000001,11642400.0,16632000.0,0.2649010932141052,0.0,-3809484.000000002,0.0
2026-05-28,129380879.71000001,-12600,2337.66,-33264000.0,2640.0,125571395.71000001,0.0,14727258.0,113928995.71000001,113928995.71000001,11642400.0,16632000.0,0.2649010932141052,0.0,-3809484.000000002,0.0
2026-05-29,87696867.34,0,0.0,0.0,3300.0,87696867.34,-0.3016174834710691,0.0,87696867.34,87696867.34,0.0,0.0,0.0,-12167063.999999998,0.0,-12167063.999999998
2026-06-02,120131030.71000001,-7900,4115.88,-32548000.0,4120.0,120098482.71000001,-0.0435840739768425,16257726.0,108706682.71000001,108706682.71000001,11391800.0,16274000.0,0.2710109175866373,0.0,-32547.999999999138,-12167063.999999998
2026-06-03,87370464.87200001,0,0.0,0.0,4160.0,87370464.87200001,-0.30421682121159876,0.0,87370464.87200001,87370464.87200001,0.0,0.0,0.0,-65095.999999998276,0.0,-12232159.999999996
2026-06-04,61160063.15450001,6300,4154.15,25200000.0,4000.0,60188918.15450001,-0.5206797072360103,13085572.499999998,51368918.15450001,51368918.15450001,8820000.0,12600000.0,0.41868172369062473,0.0,-971144.9999999977,-12232159.999999996
2026-06-05,83697960.19700001,0,0.0,0.0,3590.0,83697960.19700001,-0.3334631687116413,0.0,83697960.19700001,83697960.19700001,0.0,0.0,0.0,-3576761.9999999986,0.0,-15808921.999999994
2026-06-08,59625894.17900002,6900,3483.4799999999996,24771000.0,3590.0,60360882.17900002,-0.5193102550329214,12018005.999999998,51691032.17900002,51691032.17900002,8669850.0,12385500.0,0.4103816761084053,0.0,734988.000000003,-15808921.999999994
2026-06-09,59625894.17900002,6900,3483.4799999999996,28221000.0,4090.0,63810882.17900002,-0.49183584511262723,12018005.999999998,53933532.17900002,53933532.17900002,9877350.0,14110500.0,0.4422599882075827,0.0,4184988.000000003,-15808921.999999994
2026-06-10,59625894.17900002,6900,3483.4799999999996,29118000.0,4220.0,64707882.17900002,-0.4846924985333507,12018005.999999998,54516582.17900002,54516582.17900002,10191300.0,14559000.0,0.44999154692548127,0.0,5081988.000000003,-15808921.999999994
2026-06-11,59625894.17900002,6900,3483.4799999999996,27876000.0,4040.0,63465882.17900002,-0.4945832861046566,12018005.999999998,53709282.17900002,53709282.17900002,9756600.0,13938000.0,0.43922811820968877,0.0,3839988.000000003,-15808921.999999994
2026-06-12,59625894.17900002,6900,3483.4799999999996,28152000.0,4080.0,63741882.17900002,-0.49238533331103307,12018005.999999998,53888682.17900002,53888682.17900002,9853200.0,14076000.0,0.44165623978506824,0.0,4115988.000000003,-15808921.999999994
2026-06-15,59625894.17900002,6900,3483.4799999999996,29325000.0,4250.0,64914882.17900002,-0.4830440339381331,12018005.999999998,54651132.17900002,54651132.17900002,10263750.0,14662500.0,0.45174540899785603,0.0,5288988.000000003,-15808921.999999994
2026-06-17,59625894.17900002,6900,3483.4799999999996,25806000.0,3740.0,61395882.17900002,-0.5110679320568331,12018005.999999998,52363782.17900002,52363782.17900002,9032100.0,12903000.0,0.4203213486657374,0.0,1769988.000000003,-15808921.999999994
2026-06-18,85526987.15900002,0,0.0,0.0,3820.0,85526987.15900002,-0.3188975349408417,0.0,85526987.15900002,85526987.15900002,0.0,0.0,0.0,2019906.0000000016,0.0,-13789015.999999993
2026-06-19,110564112.47150002,-6700,3746.25,-24991000.0,3730.0,110672987.47150002,-0.11864492032012619,12549937.5,101926137.47150002,101926137.47150002,8746850.0,12495500.0,0.22580939189371357,0.0,108875.0,-13789015.999999993
2026-06-22,110564112.47150002,-6700,3746.25,-24589000.0,3670.0,111074987.47150002,-0.11544355429463105,12549937.5,102468837.47150002,102468837.47150002,8606150.0,12294500.0,0.22137297117687385,0.0,510875.0,-13789015.999999993
2026-06-23,110564112.47150002,-6700,3746.25,-24723000.0,3690.0,110940987.47150002,-0.11651067630312939,12549937.5,102287937.47150002,102287937.47150002,8653050.0,12361500.0,0.22284820573055714,0.0,376875.0,-13789015.999999993
2026-06-24,110564112.47150002,-6700,3746.25,-24455000.0,3650.0,111208987.47150002,-0.1143764322861327,12549937.5,102649737.47150002,102649737.47150002,8559250.0,12227500.0,0.2199012917572618,0.0,644875.0,-13789015.999999993
2026-06-25,110564112.47150002,-6700,3746.25,-24455000.0,3650.0,111208987.47150002,-0.1143764322861327,12549937.5,102649737.47150002,102649737.47150002,8559250.0,12227500.0,0.2199012917572618,0.0,644875.0,-13789015.999999993
2026-06-26,110564112.47150002,-6700,3746.25,-22445000.0,3350.0,113218987.47150002,-0.09836960215865698,12549937.5,105363237.47150002,105363237.47150002,7855749.999999999,11222500.0,0.1982441329079184,0.0,2654875.0,-13789015.999999993
2026-06-29,110564112.47150002,-6700,3746.25,-21440000.0,3200.0,114223987.47150002,-0.09036618709491906,12549937.5,106719987.47150002,106719987.47150002,7503999.999999999,10720000.0,0.18770137932147996,0.0,3659875.0,-13789015.999999993
2026-06-30,89757748.79518753,0,0.0,0.0,3090.0,89757748.79518753,-0.28520545393572005,0.0,89757748.79518753,89757748.79518753,0.0,0.0,0.0,4324674.125000001,0.0,-9464341.874999993
